id,name,duration,thumbnail,path,lyrics,release_date
82,Ba Chúng Ta (Three Of Us) [Beat],256,https://lh3.googleusercontent.com/BOnbIoyqrNUEgVvXdQ8XoMga97WxwRMrXt5OkzpDRAYrPJT9MfomrpdXwDMmuACVg1WutGvADK8Q2T8=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/FwH8wT6-kR4.mp3,,
83,Tớ Thích Cậu [Acoustic] (feat. Huỳnh Hiền Năng),148,https://lh3.googleusercontent.com/pJfnAu34ilcl18OYGkADmV7vUO_IOOfcF319t3EpzLefULZxbsWNpWuzAjpIBOj4sA3Psik5Htylf1Uw=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/s3bXCMLH9qA.mp3,,
84,Vì Yêu Anh (Chill Version),230,https://lh3.googleusercontent.com/7sH73ESTfvx8grmzaO5ZXroka9nVaWUxpktJJEXqGQb5e1rvva_DYU1SFF8iXHDH1OhvELjX9oW6YDiSZg=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/zz30QBfRpzM.mp3,,
85,lyhoptinh [Sped Up] (feat. Han Sara),176,https://lh3.googleusercontent.com/p3MNq_IVTGdUhpjpW_4QI1XYsCsPQYaSQ-zSFInqxtVkwZ3qOHKXokwO0JXssDZarfnr4Jr3S_0eNSgZmQ=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/L3Hms5Wf0co.mp3,,
86,Chúng Ta Không Thuộc Về Nhau,234,https://lh3.googleusercontent.com/WyzaRYap78pVb2_5rJDGiYv9t3bfKVFCl6fXCPpTRvigGgHdZLKuOnhX6MvFDgv82AsCFCITLdyinS8=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/78dCF99PheM.mp3,,
87,Em Của Ngày Hôm Qua,226,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/EXmf1gmokyo.mp3,,
88,Nơi Này Có Anh,261,https://lh3.googleusercontent.com/guPkUMfq6XoStEBVJwwWMD5dttVFgi0OXpzHZ0hvPD0kWxdVkrMbMCBNRDZlUy_N953vMI_r-6x1X_IEWQ=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/qHpE45b4INk.mp3,,
89,Lạc Trôi,233,https://lh3.googleusercontent.com/3SHPY25c9LtPOVaWevZBKvKZBdhDIVglUDKCDvi033gds2oi5Bel9yzoKtiooxSZLqtDtPPyoZJWEZ4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/RKvRLLQtDbg.mp3,,
90,Nắng Ấm Xa Dần,192,https://lh3.googleusercontent.com/JjZpaqyngChD0l8DbRDs2h5kkkb4S_AsCEu4XBXJvlOT0mWns9oINc8PlIhAcTWAXvgDt2fGk1xL04q9fQ=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/HrlpCgMgRVo.mp3,,
91,Hãy Trao Cho Anh (Sky Tour 2019),254,https://lh3.googleusercontent.com/gMcFERB88U2z4cuSswYliZ2A6yaVvEbsKim63LSuyEFhvEvt2uwMJ-ANtzaUbdbUKCiUYxyjOh5_IEFuqA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/MZXYDBGzlh0.mp3,,
92,Không Phải Dạng Vừa Đâu,248,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/Dm1EoiPfHU0.mp3,,
93,Âm Thầm Bên Em,294,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/LG4OC1dvUCQ.mp3,,
94,Có Chắc Yêu Là Đây,203,https://lh3.googleusercontent.com/e9awC-yOmbq1BhHRdCKawHMmANrT7nrzeCz8CurFGUY7PMiwRdfcTQ4WsDGvHm99i78nM8naFNqIZexPng=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/9jX6cDzLM_k.mp3,,
95,Chạy Ngay Đi (Sky Tour 2019),310,https://lh3.googleusercontent.com/gMcFERB88U2z4cuSswYliZ2A6yaVvEbsKim63LSuyEFhvEvt2uwMJ-ANtzaUbdbUKCiUYxyjOh5_IEFuqA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/ooChRKk673E.mp3,,
96,Như Ngày Hôm Qua,223,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/ntE_Cxk1LaY.mp3,,
97,Chạy Ngay Đi,273,https://lh3.googleusercontent.com/aERXTqtD8F4FXprJ4D8ytAbKj0tLUsyaOSUgEDS3-sQoSCs8Z1uP8IMnMJgk_J3GjcO2tuTijjHb8OxY=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/Hg-eKLuK2bU.mp3,,
98,Một Năm Mới Bình An,248,https://lh3.googleusercontent.com/pK94oIKa3kV8MKvW8bA3_q7BH-MihoiCjX2OyIKAYxPggR4grtEAD9H-5qmAD7k8eMqknS8lPKPGsyDVmg=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/e6RPuBcpsko.mp3,,
99,Hạnh Phúc Mới (Lofi) (feat. Sơn Tùng M-TP),93,https://lh3.googleusercontent.com/JqGUw4vB16h3T4zf-7zYCdVOdoLf1oLdv5Ol6Q7XzC4tsWenY78m1smiiJDNG6rcqj-Hba0_YOQ7mjo=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/q4zXqVdm3uE.mp3,,
100,Cơn Mưa Ngang Qua (Remix 2022),234,https://lh3.googleusercontent.com/rBxDUA4g8JDb47Z83kzRhTw2ScytLaCOP3jEfftnkKeQcVQanIhV16xmcD-bB1Ahq9ft3dKp9Hoasxg=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/7zh2QCjp818.mp3,,
101,Lạc Trôi,273,https://lh3.googleusercontent.com/v4CNYBSe1XGbJRk_L0gfh7hRsiucrZqMRWOvmMzq2rrrRAycKsZwD6L-qJ4b-N-mg6oeen-9d05opJc=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/baNZBBYNoc4.mp3,,
102,Buong Doi Tay Nhau Ra,225,https://lh3.googleusercontent.com/blW3DNOg0hNm6zVmKj5u2E7Vd_VHmOx19mz46m2_46zrC1q1_-XA_9cdXnIJNZupZ85MPUzkB73_0ArfEA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/VRQr1edrqOY.mp3,,
103,Cơn Mưa Ngang Qua,235,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/6KSQRXqMHvo.mp3,,
104,Nơi Này Có Anh (Remix),215,https://lh3.googleusercontent.com/0chmdyviCBGcRqzwtP4OSVL0DeAKD8FbyKdRDl1jd7iAyydt-joSgXfU3DESjnQ6u2iaYSm7Ascn6e6q=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/xdkfUq3QtRU.mp3,,
105,Tung Tung Baje,284,https://lh3.googleusercontent.com/JkFLyYEdVK3xpZTYLOeDQdc2F-8L8N4iqF-NB-ivmzcm_0MixymZj_KAlGVfPDNsBFHjzQ5jsCohB8zP=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/BQ4wlYPPeY0.mp3,,
106,Fortunate Son,141,https://lh3.googleusercontent.com/pg6n6vM3BbQ6126KGEPbcGp8IT841yQqgom-T9_EtmwznXSa0vXHOhTM8pQAvV9Fuh-Pj3hPh0_DbeaCog=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/r5NzAksjfDI.mp3,,
107,Rabab Tang Tang Tang,231,https://lh3.googleusercontent.com/WWY5grWF5IJhgFl7NClhp5FO8wDXaeKGRxw4sdaZ0giO_EOpJX0LyzaUSNdqTBaI5I63BMeV0HEYkUQ=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/8RLc-5DaiiA.mp3,,
108,Sunroof,164,https://lh3.googleusercontent.com/ycWkUrLxkMX_xYBpoKA82FbkLdrDBC-sKP_e9-b84Qk-JNFDdiq2L777JcegI5M5z5C2SZNozPnCosUJ=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/eZCWyFNV_ZM.mp3,,
109,Father And Son,221,https://lh3.googleusercontent.com/T79nNCw5OY_iHeG0fThBvvBsBExED8Q4o27e6ZfivrNQfX2uA2-DiJezFdzTOzauMzpfjzcL5uk_qgyP=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/7SLY4seJzh0.mp3,,
110,Bad Boy (feat. Luana Kiara),191,https://lh3.googleusercontent.com/vZoVcMsQI0ggXXTTLp0wITvlRFe2yK9dgwQr6xCljw_EbUp4rDBPUiAh-I-SpPZ6lHTZnzPE_05K_mA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/lmG0kY9FtRY.mp3,,
111,House of the Rising Sun (Season 4 Finale Version),322,https://lh3.googleusercontent.com/IN48HFXRSsaXLRSim1a8xSPCIll1a_KqwwikiTWOqzUQlWIh7eMoYnhfrCXEoALVGG4g0SwBovfHrpj1=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/yGTmouM4vEg.mp3,,
112,Here Comes The Sun (Remastered 2009),186,https://lh3.googleusercontent.com/bmG1q9eu3ub2CtYcgArvzpiehqUpZGuLsOa_B0Bxkwxdfsk9r7nRzAQy1P5dTjqerODLxq3LycWGWW5m=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/xUNqsfFUwhY.mp3,,
113,Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack) (feat. FIFA Sound),202,https://lh3.googleusercontent.com/9I9Npz8KazIlvwuWmOgxjwn9-hvy9K3sFbgEpYZBHPFXIEdFdtbWKJKVO0p7sVdaXWwTaL-GSZAVkk4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/6qI-va1F5ck.mp3,,
114,Goodbye Yellow Brick Road,193,https://lh3.googleusercontent.com/unJnxDEPuJzB3e9NF9H49ZkIBsccjJabj0MnHjGNt6Rdtgz8DTGFMFTOACDwB4Fy6xzNkrEEm31hDg3m=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/wy709iNG6i8.mp3,,
115,Axel F,168,https://lh3.googleusercontent.com/c4WNiUJg22QrooqvaFxo0IIdT2m5lnVazQgii2snA-EFw7Jgx0qz_wMjgRg1fY9Opq2DUvFoqfqtKDJ0=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/_M1iPYsHZvU.mp3,,
116,Right Now (Na Na Na),241,https://lh3.googleusercontent.com/tt0GFjFjKqiSN8sPbK56ijVK6LjTe3q_2qSl0SZWXbKxf5MHfwjZhP8rM_I3Egd-BVZ1EEv-oTViQ3s2=w120-h120-s-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/FDyWuL6lq6w.mp3,,
117,Please Go Away (feat. Alugalug Cat 2.0),162,https://lh3.googleusercontent.com/RfmJivsNtFG4IKuwQUeujSahUm9tgLNqGSlzycHHAJgkzZDUbsZ67EgzYF2pWTS5z5uazRFMVtbUgJRB=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/MpJL4z5bnU4.mp3,,
118,Go Down Deh (feat. Shaggy & Sean Paul),155,https://lh3.googleusercontent.com/Fpzuam9iaeclowWeZFFOqzQoRBDQYPPwfvtiTXPyoW5lIv4E8Ct5Jedc43-TVEtG2YiQ_RhLHcjyX9yV=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/zQ2gReBlHg0.mp3,,
119,FOCUS DANCE BEAT (feat. Hagman & Abati),132,https://lh3.googleusercontent.com/xI3X7yHPqn3FMHdhAIuvby1gS4rEb7-MjR7g4onQugJlkVL7pzQyo77XfCEC8BOfmh1z_dcFCofDE_2dDQ=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/a8xYBcmdxgo.mp3,,
120,See Tình (Speed Up Version),143,https://lh3.googleusercontent.com/zqPND9y1jfsHUWLOTHOBwBOmYAFqyE4qBG3_e15Sd-tbr9RpTd90V0Rhgh9U63fVCTCzZm7SkDzfI7y1=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/6Tldvp8adQ4.mp3,,
121,Spider-Man 2 Main Title,202,https://lh3.googleusercontent.com/TTVjkbSzJUMNxQuSSeJKSr0Ro5S8qtGOARDPjgiedoT4_uLSqzHHMN1oRAdZ8SQBPNYXpZ70keQGX7gj=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/DNti8jHPOG0.mp3,,
122,Take on Me,226,https://lh3.googleusercontent.com/8YZqnYRc52GUz0iyQTRZvzh8RSbCNTTC0NSrpRlKf8UfSyu87K7ziegM8aFfAyMgUXBisxT_weHb4pFE=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/HzdD8kbDzZA.mp3,,
123,Huggy Wuggy,16,https://lh3.googleusercontent.com/gSVd3sq5uTvVubb1uZ6hgbskODgjN94DiJo69v8YkzMlol2B6g5lAvUHa2Opsm2AAOj8iebCSxhd86hr=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/EoB-Sm35Ee4.mp3,,
124,MOLLY (BABY MAMA),241,https://lh3.googleusercontent.com/VA8f6D_Md4L-hPsLeMlZ9LAQ-QLOel8xJLgDgX7H4ghXJXq5i94ldggRDk_e8_KjM3wEogXhWQeUGllg=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/8_YYNO201p0.mp3,,
125,Em Cua Ngay Hom Qua,264,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/I_U4mU7Dq_4.mp3,,
126,There's No One At All (Another Version),202,https://lh3.googleusercontent.com/gGPKCa01jxAgsWTSJF-6ffOAsFpFjrkWMQtDELP2tkrrqTGANls36IzZlzXux1F7rWPvpWVDJceZ_gE=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/MEVMjr_E0QA.mp3,,
127,Tiến Lên Việt Nam Ơi,219,https://lh3.googleusercontent.com/uaohgDw9vOAfvysC76mbKKmJkhGu-PpfbI6CuDKmk_qysNfANReqv9vA4D0YLUiXCvtoWKQ77lIxBprB=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/fMS0P7z-nhs.mp3,,
128,Thái Bình Mồ Hôi Rơi,319,https://lh3.googleusercontent.com/j-GQqBauHdkvuIn3s8rkPoHQBf8_SCqPztsu_8yaW-37o2LHhW3-uPD7ZvUTFkAbFETQ8vYUaqteGKIHHg=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/moMtFrQBQws.mp3,,
129,Em Của Ngày Hôm Qua (80s),238,https://lh3.googleusercontent.com/eBn5ZpiStjbWFagP2BkitnAMD9q6sdkDlzlX4aahKwdGkDFmzLhAm1zbKF__LLQjZ1aXZroAbyWQ3l4=w120-h120-l90-rj,,,
130,Chắc Ai Đó Sẽ Về,263,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/0uLcTG3LgtU.mp3,,
131,Ấn Nút Nhớ... Thả Giấc Mơ,245,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/Lw22CxK-qT0.mp3,,
132,Buông Đôi Tay Nhau Ra,228,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/Ue-D1STe-zA.mp3,,
133,Khuôn Mặt Đáng Thương,258,https://lh3.googleusercontent.com/daxwckTRGIAe5uDdXMXmkBnAWsY_9bvQsT9Xga-0THMCeXxDkowgxl2_aXkvxTSRndkfqHtDld6ORAhpvw=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/2Zvx2cn37HQ.mp3,,
134,Chạy Ngay Đi (Onionn Remix),231,https://lh3.googleusercontent.com/oCBEX4IfXj7jqX6kAeIJj00TOXFJlM3RYJcs4jPPxcrEmi0t_pL-2Qh4S75_E-W2mQ5_06s4CZVuo784=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/H81QGLFtgPw.mp3,,
135,Anh Sai Rồi,253,https://lh3.googleusercontent.com/ngVF3KN1kOURKqMJEBfDsUknmCkMzlFXEyACOFCIXNLdu8SfTcrbJR1Zgk2PxT6DiYlP2lBlIjxHxI4A=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/4AYv-4BmXYQ.mp3,,
136,Muộn Rồi Mà Sao Còn (Remix),447,https://lh3.googleusercontent.com/w6zqB8n_UwcgAts0u6pwd-fPqXRBCEB6xo5n5UoSOM3gbnTRo1qWqLiWL749D432qPkFGv1skosatWJKAA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/XfEz3-TWits.mp3,,
137,Nhu Ngay Hom Qua,221,https://lh3.googleusercontent.com/blW3DNOg0hNm6zVmKj5u2E7Vd_VHmOx19mz46m2_46zrC1q1_-XA_9cdXnIJNZupZ85MPUzkB73_0ArfEA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/C4DRHv0yxA0.mp3,,
138,Remember Me (Onionn Remix Countdown 2021),198,https://lh3.googleusercontent.com/Vg3SVtgpTdsyu8Pc2XDBlvPln1ikskFZ9mQHNWz3x5hdC9LKGvvwQz-ybEQbHL6Nfbano_d6uI893nc=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/kHZ_Vkebkyw.mp3,,
139,Em Của Ngày Hôm Qua (Sky Tour 2019),247,https://lh3.googleusercontent.com/gMcFERB88U2z4cuSswYliZ2A6yaVvEbsKim63LSuyEFhvEvt2uwMJ-ANtzaUbdbUKCiUYxyjOh5_IEFuqA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/Gml7neJG7MI.mp3,,
140,You Of Yesterday (Khắc Hưng Remix),264,https://lh3.googleusercontent.com/mXsSbqjAz2j7cbr5lvRg0kmWYYPTIwbzgKGMHutIcdR1MbIDL24Cc03cmPhglES4YuHjLRysBdJsyU8=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/hWWq2yt7a48.mp3,,
141,trời giấu trời mang đi,254,https://lh3.googleusercontent.com/7C5RCiox3tK-FlJUnjlhrKFttQSi0YtXteGMaSsLiGmdkEoq3F0tZ6FpVs7JNaWYV0YFFsCRKw1CTV4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/PyPz_ka7hME.mp3,,
142,thay mọi cô gái yêu anh,216,https://lh3.googleusercontent.com/ijV7wY_kZH4FjfY0GugxKIcBvc_FSJrSV6mZoNEIZrD5-PrEIyZV0C8OVBtD9A7HF5PgS7ug0Y4OxQM=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/QXI9Y30C7AY.mp3,,
143,sao anh chưa về nhà (feat. Ricky Star),244,https://lh3.googleusercontent.com/7C5RCiox3tK-FlJUnjlhrKFttQSi0YtXteGMaSsLiGmdkEoq3F0tZ6FpVs7JNaWYV0YFFsCRKw1CTV4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/TsFjCpmchAM.mp3,,
144,Trời Giấu Trời Mang Đi,259,https://lh3.googleusercontent.com/DhqIuUcwuBenWvbyLjvTZoP4R9QWw84Jh45DBALRs2gsD9J9twJvdcBvNKq173YLhcmcsyXtrzS23yAf=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/QHDkHZPHzC0.mp3,,
145,"ex's hate me, Pt. 2 (feat. B Ray)",217,https://lh3.googleusercontent.com/7C5RCiox3tK-FlJUnjlhrKFttQSi0YtXteGMaSsLiGmdkEoq3F0tZ6FpVs7JNaWYV0YFFsCRKw1CTV4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/jqX9oCNNhCk.mp3,,
146,Em Về Tinh Khôi (25th Làn Sóng Xanh),230,https://lh3.googleusercontent.com/sNg7JD74uqIwP4QsaxeR0-F_SM3zEcWpSGo0htOVfH0CL2elBOICAcfaJhItP8kAlQw95Yuu0zIUGZNzdw=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/W1X2YanpYXw.mp3,,
147,yêu thì yêu không yêu thì yêu,191,https://lh3.googleusercontent.com/7C5RCiox3tK-FlJUnjlhrKFttQSi0YtXteGMaSsLiGmdkEoq3F0tZ6FpVs7JNaWYV0YFFsCRKw1CTV4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/DYZoC8uuv2A.mp3,,
148,Em Bé,193,https://lh3.googleusercontent.com/wR-UeCthZ2YC3lZFTmxAfi3kjoYmCWJ7Bgb-CJMVLHtSfwnOjsqVEpZtaFAHwiw0Jz1M8P6dmXYTQsaD=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/Gk80IcAWIps.mp3,,
149,Anh Nhà Ở Đâu Thế (feat. B Ray),218,https://lh3.googleusercontent.com/m0HOg_pLyq88Sjwo9_zKCgj9aLRrjBjJ5OphNRtwO3pxWxTHtpX2Wd7aBCaWXZ0p-jSvC7ejaIx87pE=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/aMW2Yf7PxM4.mp3,,
150,mama boy,205,https://lh3.googleusercontent.com/7C5RCiox3tK-FlJUnjlhrKFttQSi0YtXteGMaSsLiGmdkEoq3F0tZ6FpVs7JNaWYV0YFFsCRKw1CTV4=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/2au4LJ7dX4A.mp3,,
151,nàng thơ... trời giấu trời mang đi (feat. Hoàng Dũng),263,https://lh3.googleusercontent.com/Mjrll1B40vy-b2oVv4AdwwPRt-HYi54J1FUVaMD8uRo2GR9CIdC8PK_4HjCqnrfdDGvTRqM7OYEU3P2bsA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/zx4f-mZfeOU.mp3,,
152,HAI MƯƠI HAI,239,https://lh3.googleusercontent.com/YR0w_8WypD_01zMAsRoLk3T-HUXKZSfT_jYQhPG5cUlVMnsnqiZB2OJAKU3qK9mXi2mdymoEcUitOADG=w120-h120-s-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/BPjOgyCtwFU.mp3,,
153,Anh Đánh Rơi Người Yêu Này,218,https://lh3.googleusercontent.com/HOtJ2H9L6OjBZDqIhlpHlhbVENCdQIwUYaf_38mLwB9Kz-nHzHv49mvpxd79SuvtDkXYhY01T3x0A7ce=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/iXq0lMm4TAg.mp3,,
154,Chủ nhật boy,181,https://lh3.googleusercontent.com/FxYpp2bMd-2b5tZaVe0MCuy3QAHNjA5HsYJoBQL68J1vyIYCJuxq0ZQKG4BmtDaAk8lC_S_ATmn19CW11g=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/-3Tyh9Sx1-U.mp3,,
155,TÌNH BẠN DIỆU KỲ [Master Version] (feat. Amee & Lăng LD),189,https://lh3.googleusercontent.com/sDQsxLAHMAUnd25y4_dkz5zynEE64jfVWqWegPqS16-A7z9ng7J0syEYXhD8bpQf0DdNelgP_YrLmkI=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/JCa4Hs1MneQ.mp3,,
156,Câu Hẹn Câu Thề,321,https://lh3.googleusercontent.com/_4VpkJVNv_LNsbvnq-OI7e6uJxwk2YUxkoArZ5hGuzZ0aeSNU-N03CUgpiZ65Myz--KSV91wTQo8hQA=w120-h120-l90-rj,https://storage.googleapis.com/harmony-music-x.appspot.com/songs/rfI4_Pe6CC4.mp3,,
157,Hối Tiếc Muộn Màng,282,https://static-images.vnncdn.net/files/publish/2023/5/27/batch-dd346143096-707163824751824-6416013366828335422-n-300.jpg,https://firebasestorage.googleapis.com/v0/b/music-142a0.appspot.com/o/music%2FChi-Yeu-Minh-Em-Chau-Khai-Phong.mp3?alt=media,,
158,Chỉ Yêu Mình Em,286,https://static-images.vnncdn.net/files/publish/2023/5/27/batch-dd346143096-707163824751824-6416013366828335422-n-300.jpg,https://firebasestorage.googleapis.com/v0/b/music-142a0.appspot.com/o/music%2FChi-Yeu-Minh-Em-Chau-Khai-Phong.mp3?alt=media,,
159,Vợ Người Ta,196,https://upload.wikimedia.org/wikipedia/commons/b/be/Phan_Mạnh_Quỳnh.jpg,https://firebasestorage.googleapis.com/v0/b/music-142a0.appspot.com/o/music%2FThat-Tinh-DJ-T-Remix-Trinh-Dinh-Quang.mp3?alt=media,,
160,Thất Tình,292,https://avatar-ex-swe.nixcdn.com/singer/avatar/2019/06/04/b/9/b/0/1559630395269_600.jpg,https://firebasestorage.googleapis.com/v0/b/music-142a0.appspot.com/o/music%2FThat-Tinh-DJ-T-Remix-Trinh-Dinh-Quang.mp3?alt=media,,
161,Nếu em còn tồn tại,352,https://avatar-ex-swe.nixcdn.com/singer/avatar/2019/06/04/b/9/b/0/1559630395269_600.jpg,https://firebasestorage.googleapis.com/v0/b/music-142a0.appspot.com/o/music%2FNeu-Em-Con-Ton-Tai-DJ-Phu-Sea-Remix-Trinh-Dinh-Quang.mp3?alt=media,,
162,Sắp 30,390,https://avatar-ex-swe.nixcdn.com/singer/avatar/2019/06/04/b/9/b/0/1559630395269_600.jpg,https://firebasestorage.googleapis.com/v0/b/music-142a0.appspot.com/o/music%2FOrange%20-%20'Em%20H%C3%A1t%20Ai%20Nghe'%20Official%20M_V%20(128%20kbps).mp3?alt=media,,
